exercise_id,exercise_name,priority,positive_prompt,negative_prompt,original_prompt,api_params_stability,api_params_replicate,api_params_falai
Standing_Cable_Lift,Standing Cable Lift,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing standing cable lift, performing exercise with proper form, with cable machine, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing standing cable lift, performing exercise with proper form, at cable machine, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
Standing_Cable_Wood_Chop,Standing Cable Wood Chop,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing standing cable wood chop, performing exercise with proper form, with cable machine, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing standing cable wood chop, performing exercise with proper form, at cable machine, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
Standing_Calf_Raises,Standing Calf Raises,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing standing calf raises, standing on edge; raising heels upward, with exercise machine, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing standing calf raises, standing on edge, raising heels upward, using exercise machine, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
Standing_Concentration_Curl,Standing Concentration Curl,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing standing concentration curl, standing or seated; arm curling weight toward shoulder, with dumbbells, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing standing concentration curl, standing or seated, arm curling weight toward shoulder, holding dumbbells, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
wger_1575,Standing Dowel Shoulder press,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing standing dowel shoulder press, seated or standing; arms pressing weight overhead, with barbell, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing standing dowel shoulder press, seated or standing, arms pressing weight overhead, holding barbell, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
Standing_Dumbbell_Calf_Raise,Standing Dumbbell Calf Raise,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing standing dumbbell calf raise, standing on edge; raising heels upward, with dumbbells, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing standing dumbbell calf raise, standing on edge, raising heels upward, holding dumbbells, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
Standing_Dumbbell_Press,Standing Dumbbell Press,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing standing dumbbell press, performing exercise with proper form, with dumbbells, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing standing dumbbell press, performing exercise with proper form, holding dumbbells, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
Standing_Dumbbell_Reverse_Curl,Standing Dumbbell Reverse Curl,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing standing dumbbell reverse curl, standing or seated; arm curling weight toward shoulder, with dumbbells, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing standing dumbbell reverse curl, standing or seated, arm curling weight toward shoulder, holding dumbbells, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
Standing_Dumbbell_Straight-Arm_Front_Delt_Raise_Above_Head,Standing Dumbbell Straight-Arm Front Delt Raise Above Head,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing standing dumbbell straight-arm front delt raise above head, performing exercise with proper form, with dumbbells, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing standing dumbbell straight-arm front delt raise above head, performing exercise with proper form, holding dumbbells, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
Standing_Dumbbell_Triceps_Extension,Standing Dumbbell Triceps Extension,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing standing dumbbell triceps extension, performing exercise with proper form, with dumbbells, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing standing dumbbell triceps extension, performing exercise with proper form, holding dumbbells, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
Standing_Dumbbell_Upright_Row,Standing Dumbbell Upright Row,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing standing dumbbell upright row, torso bent forward; pulling weight toward body, with dumbbells, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing standing dumbbell upright row, torso bent forward, pulling weight toward body, holding dumbbells, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
Standing_Front_Barbell_Raise_Over_Head,Standing Front Barbell Raise Over Head,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing standing front barbell raise over head, performing exercise with proper form, with barbell, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing standing front barbell raise over head, performing exercise with proper form, holding barbell, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
Standing_Inner-Biceps_Curl,Standing Inner-Biceps Curl,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing standing inner-biceps curl, standing or seated; arm curling weight toward shoulder, with dumbbells, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing standing inner-biceps curl, standing or seated, arm curling weight toward shoulder, holding dumbbells, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
Standing_Leg_Curl,Standing Leg Curl,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing standing leg curl, standing or seated; arm curling weight toward shoulder, with exercise machine, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing standing leg curl, standing or seated, arm curling weight toward shoulder, using exercise machine, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
Standing_Low-Pulley_Deltoid_Raise,Standing Low-Pulley Deltoid Raise,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing standing low-pulley deltoid raise, performing exercise with proper form, with cable machine, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing standing low-pulley deltoid raise, performing exercise with proper form, at cable machine, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
Standing_Low-Pulley_One-Arm_Triceps_Extension,Standing Low-Pulley One-Arm Triceps Extension,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing standing low-pulley one-arm triceps extension, performing exercise with proper form, with cable machine, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing standing low-pulley one-arm triceps extension, performing exercise with proper form, at cable machine, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
Standing_One-Arm_Cable_Curl,Standing One-Arm Cable Curl,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing standing one-arm cable curl, standing or seated; arm curling weight toward shoulder, with cable machine, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing standing one-arm cable curl, standing or seated, arm curling weight toward shoulder, at cable machine, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
Standing_One-Arm_Dumbbell_Curl_Over_Incline_Bench,Standing One-Arm Dumbbell Curl Over Incline Bench,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing standing one-arm dumbbell curl over incline bench, standing or seated; arm curling weight toward shoulder, with dumbbells, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing standing one-arm dumbbell curl over incline bench, standing or seated, arm curling weight toward shoulder, holding dumbbells, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
Standing_One-Arm_Dumbbell_Triceps_Extension,Standing One-Arm Dumbbell Triceps Extension,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing standing one-arm dumbbell triceps extension, performing exercise with proper form, with dumbbells, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing standing one-arm dumbbell triceps extension, performing exercise with proper form, holding dumbbells, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
Standing_Overhead_Barbell_Triceps_Extension,Standing Overhead Barbell Triceps Extension,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing standing overhead barbell triceps extension, performing exercise with proper form, with barbell, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing standing overhead barbell triceps extension, performing exercise with proper form, holding barbell, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
Standing_Palm-In_One-Arm_Dumbbell_Press,Standing Palm-In One-Arm Dumbbell Press,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing standing palm-in one-arm dumbbell press, performing exercise with proper form, with dumbbells, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing standing palm-in one-arm dumbbell press, performing exercise with proper form, holding dumbbells, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
Standing_Palms-In_Dumbbell_Press,Standing Palms-In Dumbbell Press,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing standing palms-in dumbbell press, performing exercise with proper form, with dumbbells, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing standing palms-in dumbbell press, performing exercise with proper form, holding dumbbells, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
Standing_Palms-Up_Barbell_Behind_The_Back_Wrist_Curl,Standing Palms-Up Barbell Behind The Back Wrist Curl,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing standing palms-up barbell behind the back wrist curl, standing or seated; arm curling weight toward shoulder, with barbell, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing standing palms-up barbell behind the back wrist curl, standing or seated, arm curling weight toward shoulder, holding barbell, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
Standing_Rope_Crunch,Standing Rope Crunch,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing standing rope crunch, lying on back; curling shoulders toward knees, with cable machine, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing standing rope crunch, lying on back, curling shoulders toward knees, at cable machine, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
wger_1426,Standing Side Crunches,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing standing side crunches, lying on back; curling shoulders toward knees, with gym equipment, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing standing side crunches, lying on back, curling shoulders toward knees, bodyweight only, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
Standing_Towel_Triceps_Extension,Standing Towel Triceps Extension,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing standing towel triceps extension, performing exercise with proper form, bodyweight only, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing standing towel triceps extension, performing exercise with proper form, bodyweight only, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
